IMO,ShipName,ShipType,DistanceNm,Fuel_tonnes,CO2_tonnes,DWT,Cargo
9417919,Ro-pax ship,Ro-pax ship,0.0,14363.55,45297.94,,
9418822,Chemical tanker,Chemical tanker,0.0,2868.94,7748.845,,
9418987,Other ship types,Other ship types,0.0,1745.17,3417.86,7.78,
9418999,Other ship types,Other ship types,0.0,869.28,1370.09,23.68,
9419163,Ro-pax ship,Ro-pax ship,0.0,19412.84,31519.14,,
9419175,Ro-pax ship,Ro-pax ship,0.0,18782.89,30673.5,,
9420423,Ro-pax ship,Ro-pax ship,0.0,14291.08,45066.58,,
9420772,General cargo ship,General cargo ship,0.0,3246.85,5185.72775,8.7,
9420784,General cargo ship,General cargo ship,0.0,9.1,14.1779,4.72,
9420796,General cargo ship,General cargo ship,0.0,745.67,1401.94297,46.48,
9420801,General cargo ship,General cargo ship,0.0,647.53,1429.47398,10.51,
9420813,General cargo ship,General cargo ship,0.0,640.18,1434.12898,7.88,
9420825,General cargo ship,General cargo ship,0.0,2693.35,4528.98343,6.89,
9421219,Chemical tanker,Chemical tanker,0.0,1465.52,4206.835,,
9421221,Chemical tanker,Chemical tanker,0.0,931.21,1967.355,,
9422378,Bulk carrier,Bulk carrier,0.0,3133.37,5968.015,,
9422677,Chemical tanker,Chemical tanker,0.0,1321.1,2141.7899,,
9423786,Bulk carrier,Bulk carrier,0.0,2332.32,5472.215,,
9423798,Bulk carrier,Bulk carrier,0.0,812.04,1549.29,,
9424558,General cargo ship,General cargo ship,0.0,1544.17,3377.72937,12.75,
9424560,General cargo ship,General cargo ship,0.0,2529.45,4635.83713,8.62,
9424572,General cargo ship,General cargo ship,0.0,6965.04,11890.31533,12.86,
9425356,Chemical tanker,Chemical tanker,19.1,2472.39,7523.03,,
9425502,Oil tanker,Oil tanker,0.0,3901.39,9129.95496,,
9428085,Chemical tanker,Chemical tanker,0.0,2838.56,8831.975,,
9428205,Container ship,Container ship,0.0,4266.89,295.57236,,
9428217,Container ship,Container ship,0.0,2875.33,473.47604,,
9428413,General cargo ship,General cargo ship,0.0,1869.42,3296.53699,9.93,
9428425,General cargo ship,General cargo ship,0.0,3719.17,7104.68082,10.2,
9428657,General cargo ship,General cargo ship,0.0,1304.02,2405.665,6.38,
9428669,General cargo ship,General cargo ship,0.0,1527.95,2981.3782,7.93,
9429194,Container ship,Container ship,0.0,5507.62,9043.63,,
9429223,Container ship,Container ship,0.0,4900.72,14851.74,,
9429235,Container ship,Container ship,0.0,5365.28,16246.46,,
9429261,Container ship,Container ship,0.0,3815.09,8928.145,,
9429273,Container ship,Container ship,0.0,4666.96,11019.985,,
9430947,General cargo ship,General cargo ship,0.0,2073.0,6338.785,9.3,
9430959,General cargo ship,General cargo ship,0.0,2111.06,6233.88,7.8,
9430961,General cargo ship,General cargo ship,0.0,1870.79,5471.155,7.78,
9430973,General cargo ship,General cargo ship,0.0,1956.8,6031.39,8.81,
9430985,General cargo ship,General cargo ship,0.0,2098.6,6553.375,7.43,
9430997,General cargo ship,General cargo ship,0.0,2137.49,5968.715,8.73,
9431006,General cargo ship,General cargo ship,0.0,1814.5,5548.705,8.12,
9431018,General cargo ship,General cargo ship,0.0,1748.11,5283.785,8.57,
9431032,Chemical tanker,Chemical tanker,0.0,2241.86,6910.085,,
9431331,Container ship,Container ship,0.0,4096.692,10789.84142,,
9432866,Chemical tanker,Chemical tanker,0.0,2615.72,7370.345,,
9433262,General cargo ship,General cargo ship,0.0,2626.97,5693.5841,10.55,
9433274,General cargo ship,General cargo ship,0.0,144.1,224.4051,7.9,
9434931,Container ship,Container ship,0.0,8026.45,5081.69,,
9434943,Container ship,Container ship,0.0,8330.88,1972.46868,,
9435105,Other ship types,Other ship types,0.0,2241.69,0.0,8.21,
9435117,General cargo ship,General cargo ship,0.0,2419.826827,1812.52661,9.48,
9435753,General cargo ship,General cargo ship,0.0,1639.97,3105.34994,13.46,
9435765,General cargo ship,General cargo ship,0.0,2239.32,4407.87682,7.18,
9435868,General cargo ship,General cargo ship,0.0,404.72,664.0805,7.91,
9436214,Container ship,Container ship,0.0,4120.69,6725.335,,
9436226,General cargo ship,General cargo ship,1031.0,1520.38,4874.35,10.27,
9436238,General cargo ship,General cargo ship,548.0,1554.48,4983.67,8.88,
9436240,General cargo ship,General cargo ship,532.0,1763.99,5655.36,10.19,
9436264,General cargo ship,General cargo ship,0.0,1384.7,4439.35,10.84,
9436290,Container ship,Container ship,0.0,5663.99,17255.76,,
9436329,General cargo ship,General cargo ship,0.0,2375.57,4032.36472,6.4,
9437309,Other ship types,Other ship types,0.0,2022.44,3634.995,31.19,
9438444,Chemical tanker,Chemical tanker,0.0,3164.35,9649.455,,
9438573,General cargo ship,General cargo ship,0.0,2884.84,5149.995,5.83,
9438585,General cargo ship,General cargo ship,0.0,1927.54,3361.535,5.79,
9438638,Bulk carrier,Bulk carrier,0.0,2560.2,4163.095,,
9440576,Container ship,Container ship,0.0,2447.61,5963.345,,
9440588,Container ship,Container ship,0.0,4921.96,15368.0,,
9440590,Container ship,Container ship,0.0,955.07,2414.455,,
9440605,Container ship,Container ship,0.0,1246.28,480.945,,
9441984,Bulk carrier,Bulk carrier,0.0,1669.56,2665.9,,
9442914,Chemical tanker,Chemical tanker,0.0,2347.2,7525.14,,
9443554,Ro-ro ship,Ro-ro ship,0.0,10020.31,31303.32,,
9443566,Ro-ro ship,Ro-ro ship,64.0,7004.77,13823.84,,
9443669,General cargo ship,General cargo ship,0.0,2765.43,6054.53197,8.15,
9446104,Container ship,Container ship,0.0,7810.68,1362.4208,,
9448308,General cargo ship,General cargo ship,0.0,2700.1,5567.99299,12.5,
9448346,General cargo ship,General cargo ship,0.0,4519.82,8088.13577,12.72,
9448358,General cargo ship,General cargo ship,0.0,1353.32,2325.49915,13.07,
9448360,General cargo ship,General cargo ship,0.0,2567.72,6167.27809,10.69,
9448384,General cargo ship,General cargo ship,0.0,2907.72,4999.95032,7.93,
9448669,Container ship,Container ship,0.0,4358.51,9117.07,,
9448671,Container ship,Container ship,0.0,5604.23,13221.0555,,
9448683,Container ship,Container ship,0.0,4373.23,13581.605,,
9448695,Container ship,Container ship,0.0,2836.5,6554.0,,
9451226,Chemical tanker,Chemical tanker,0.0,2235.11,6870.4,,
9451343,Other ship types,Other ship types,0.0,624.32,1036.06,15.5,
9454230,Container ship,Container ship,0.0,3840.82,9577.475,,
9454242,Container ship,Container ship,0.0,995.03,1895.715,,
9455739,Oil tanker,Oil tanker,0.0,572.55,962.26,,
9457220,General cargo ship,General cargo ship,0.0,2151.91,4007.86683,18.8,
9458248,General cargo ship,General cargo ship,0.0,1736.4,4333.68,8063.83,
9458391,General cargo ship,General cargo ship,0.0,1472.39,2737.225,5.02,
9458418,General cargo ship,General cargo ship,0.0,152.9,247.0,4.4,
9458420,General cargo ship,General cargo ship,0.0,2775.604,2881.2317,,
9458444,General cargo ship,General cargo ship,0.0,221.928,353.83446,,
9458456,General cargo ship,General cargo ship,0.0,836.69,1460.4,7.85,
9458987,Bulk carrier,Bulk carrier,0.0,2982.34,4731.42,,
9459967,Bulk carrier,Bulk carrier,0.0,2107.27,3783.335,,
9459981,Bulk carrier,Bulk carrier,0.0,1993.16,3610.995,,
9460239,Chemical tanker,Chemical tanker,0.0,2000.24,330.51,,
9460241,Oil tanker,Oil tanker,0.0,2958.68,322.91,,
9461594,Container ship,Container ship,0.0,2283.4,6302.795,,
9462794,Container ship,Container ship,0.0,4763.26,14953.93,,
9465394,Other ship types,Other ship types,0.0,953.61767,1668.25591,,
9466996,General cargo ship,General cargo ship,0.0,1743.89,3209.18402,11.67,
9467017,General cargo ship,General cargo ship,0.0,2815.2,5171.15,,
9467158,Other ship types,Other ship types,0.0,1342.46,0.0,5.98,
9468114,General cargo ship,General cargo ship,0.0,1317.1,0.0,,
9469376,Ro-pax ship,Ro-pax ship,0.0,9513.69,15433.52,,
9469388,Ro-pax ship,Ro-pax ship,0.0,9611.13,15446.12,,
9470143,Bulk carrier,Bulk carrier,0.0,346.3,552.349,,
9470375,Bulk carrier,Bulk carrier,0.0,2298.04,3670.375,,
9470387,Bulk carrier,Bulk carrier,0.0,1747.78,622.01455,,
9470404,Bulk carrier,Bulk carrier,0.0,2926.49,4708.485,,
9473080,Chemical tanker,Chemical tanker,0.0,2361.9,5514.515,,
9473092,Chemical tanker,Chemical tanker,0.0,3703.22,8188.905,,
9473107,Chemical tanker,Chemical tanker,0.0,3022.31,7637.725,,
9473119,Chemical tanker,Chemical tanker,0.0,3129.4,7704.165,,
9474383,Container ship,Container ship,0.0,3261.51,10456.4,,
9474395,Container ship,Container ship,0.0,4252.799,11552.74,,
9474450,Chemical tanker,Chemical tanker,0.0,2439.39,6875.68,,
9476977,Bulk carrier,Bulk carrier,0.0,270.85,421.79165,,
9477828,Bulk carrier,Bulk carrier,0.0,1095.15,2007.005,,
9482550,Chemical tanker,Chemical tanker,0.0,1519.48,2491.84,,
9482562,Chemical tanker,Chemical tanker,0.0,3025.59,5643.11,,
9482574,Gas carrier,Gas carrier,0.0,1199.7,2209.53,,
9483334,Container ship,Container ship,0.0,4619.66,14197.34,,
9483358,Container ship,Container ship,0.0,5609.2,5893.2636,,
9483669,Container ship,Container ship,0.0,4467.005,13580.06,,
9483671,Container ship,Container ship,0.0,4310.183,13112.8,,
9483683,Container ship,Container ship,0.0,5555.34,3786.66624,,
9485356,Chemical tanker,Chemical tanker,168.9,2295.16,6785.77,,
9485368,Chemical tanker,Chemical tanker,0.0,1890.2,5075.22,,
9486180,Chemical tanker,Chemical tanker,0.0,425.05,834.1482,,
9486192,Chemical tanker,Chemical tanker,0.0,667.82,1802.20821,,
9488059,Other ship types,Other ship types,0.0,671.13,1257.3,9.6,
9488097,Bulk carrier,Bulk carrier,0.0,1900.53,4296.875,,
9488102,Bulk carrier,Bulk carrier,0.0,1854.37,3194.005,,
9488839,Oil tanker,Oil tanker,0.0,2032.7,6447.995,,
9489209,Chemical tanker,Chemical tanker,0.0,4312.37,7710.985,,
9491472,Container ship,Container ship,0.0,2747.58,8352.705,,
9491484,Container ship,Container ship,0.0,4624.74,10079.125,,
9491496,Container ship,Container ship,0.0,4557.87,12398.865,,
9491501,Container ship,Container ship,0.0,3292.23,10082.4,,
9496252,Bulk carrier,Bulk carrier,0.0,2076.1,4604.425,,
9496264,Bulk carrier,Bulk carrier,0.0,2168.84,4878.325,,
9498224,Bulk carrier,Bulk carrier,0.0,428.98,690.19,,
9498248,Bulk carrier,Bulk carrier,0.0,1903.58,3099.075,,
9498250,Bulk carrier,Bulk carrier,0.0,1397.2,2283.295,,
9498262,Bulk carrier,Bulk carrier,0.0,1641.42,2907.565,,
9498274,Bulk carrier,Bulk carrier,0.0,729.94,1604.08138,,
9499371,Chemical tanker,Chemical tanker,0.0,1104.689,1733.44658,,
9501253,General cargo ship,General cargo ship,0.0,1467.69,3024.17445,8.25,
9501679,Other ship types,Other ship types,0.0,2838.02,9086.68,8.04,
9504035,Container ship,Container ship,0.0,4463.83,13793.595,,
9504073,Container ship,Container ship,0.0,4501.72,13033.32,,
9504114,General cargo ship,General cargo ship,0.0,2121.85,6695.195,7.58,
9504126,General cargo ship,General cargo ship,0.0,2002.91,5380.8,7.41,
9504138,General cargo ship,General cargo ship,0.0,2036.09,5770.49,6.3,
9504140,General cargo ship,General cargo ship,0.0,1685.95,5405.17,8.59,
9504279,General cargo ship,General cargo ship,0.0,750.69,1510.61,7.37,
9504724,Other ship types,Other ship types,0.0,2882.47,5608.625,9.72,
9504736,Other ship types,Other ship types,0.0,1649.51,2791.54,9.92,
9504748,Other ship types,Other ship types,0.0,2050.99,4295.145,11.08,
9504750,Other ship types,Other ship types,0.0,4165.83,6950.76,7.96,
9505132,General cargo ship,General cargo ship,0.0,1594.97,5113.48,10.4,
9505584,General cargo ship,General cargo ship,2.0,2360.11,4652.21,5.47,
9505596,General cargo ship,General cargo ship,592.0,2916.71,6156.17,6.04,
9505601,General cargo ship,General cargo ship,0.0,2523.76,5272.155,5.8,
9505613,General cargo ship,General cargo ship,0.0,2900.28,6742.5,6.1,
9506722,Other ship types,Other ship types,0.0,1802.8,2999.64,,
9507609,General cargo ship,General cargo ship,0.0,1619.58,2862.07026,6.95,
9507611,General cargo ship,General cargo ship,0.0,2406.06,4366.50939,7.34,
9508316,Other ship types,Other ship types,0.0,2158.32,4384.025,,
9508794,General cargo ship,General cargo ship,2637.0,2099.7259,5963.315,7.71,
9508809,General cargo ship,General cargo ship,3200.0,2340.087,7381.154,7.36,
9509619,General cargo ship,General cargo ship,0.0,1493.54,2464.025,6.63,
9509956,General cargo ship,General cargo ship,0.0,2899.97,5368.2783,7.62,
9509968,General cargo ship,General cargo ship,0.0,837.16,1003.72432,8.13,
9515101,Bulk carrier,Bulk carrier,0.0,2028.946,3971.54484,,
9516131,General cargo ship,General cargo ship,0.0,2295.96,5171.49,6.15,
9516143,General cargo ship,General cargo ship,0.0,2969.89,6567.04,5.87,
9516155,General cargo ship,General cargo ship,0.0,2303.05,4887.39,6.11,
9516179,General cargo ship,General cargo ship,0.0,2436.48,5080.09,5.97,
9517903,Other ship types,Other ship types,0.0,4325.37767,7061.83665,,
9517927,Other ship types,Other ship types,0.0,3120.013,5035.92965,,
9517939,Other ship types,Other ship types,0.0,171.7,276.4665,,
9521849,General cargo ship,General cargo ship,0.0,1249.94,1135.46,37.19,
9521851,General cargo ship,General cargo ship,0.0,3021.96,5556.92,5.6,
9521863,General cargo ship,General cargo ship,0.0,1677.39,2836.77,10.16,
9522946,Bulk carrier,Bulk carrier,0.0,729.16,1335.345,,
9522958,Bulk carrier,Bulk carrier,0.0,1160.35,3031.57,,
9523548,Chemical tanker,Chemical tanker,1316.0,3311.6,10432.96,,
9524205,Bulk carrier,Bulk carrier,0.0,1200.73,0.0,,
9526095,General cargo ship,General cargo ship,0.0,1164.25,2645.0062,8.28,
9528902,Chemical tanker,Chemical tanker,0.0,2476.26,6441.275,,
9529451,Bulk carrier,Bulk carrier,0.0,4037.49,6899.405,,
9529463,Bulk carrier,Bulk carrier,0.0,3248.11,5772.435,,
9529578,Bulk carrier,Bulk carrier,0.0,1483.206,3327.83421,,
9532812,General cargo ship,General cargo ship,0.0,1466.97,2579.36,5.84,
9536428,General cargo ship,General cargo ship,0.0,1182.47,1878.8,3.67,
9540716,LNG carrier,LNG carrier,0.0,15696.1439,22054.37566,,
9546796,Bulk carrier,Bulk carrier,0.0,548.46,897.85,,
9547219,Container/ro-ro cargo ship,Container/ro-ro cargo ship,0.0,2744.47,4433.845,,
9551923,Bulk carrier,Bulk carrier,0.0,795.701,913.10138,,
9551935,General cargo ship,General cargo ship,0.0,600.96,1387.04049,14.11,
9551947,General cargo ship,General cargo ship,0.0,4047.42,7151.80477,8.34,
9551959,General cargo ship,General cargo ship,0.0,2375.3,4340.09503,9.62,
9551973,General cargo ship,General cargo ship,0.0,1962.36,3326.32268,16.26,
9559884,Other ship types,Other ship types,0.0,1009.21,1841.855,8.07,
9559896,Other ship types,Other ship types,0.0,1144.11,2242.715,9.19,
9564138,Bulk carrier,Bulk carrier,0.0,920.58,1553.19,,
9564140,Bulk carrier,Bulk carrier,0.0,1047.32,1796.11,,
9566796,Other ship types,Other ship types,0.0,1575.36,4574.485,7.1,
9571387,Other ship types,Other ship types,0.0,2706.34,4689.485,,
9571521,General cargo ship,General cargo ship,0.0,2215.2,3679.07292,8.15,
9571533,General cargo ship,General cargo ship,0.0,2585.55,5022.30026,10.63,
9571545,General cargo ship,General cargo ship,0.0,3528.99,6310.57353,7.55,
9572745,Chemical tanker,Chemical tanker,0.0,2025.11,5823.755,,
9572757,Chemical tanker,Chemical tanker,0.0,3657.57,10572.785,,
9577630,Other ship types,Other ship types,0.0,333.77,580.49,2.57,
9577757,Bulk carrier,Bulk carrier,0.0,1076.2,0.0,,
9578957,Other ship types,Other ship types,0.0,242.23,402.105,17.08,
9580962,Chemical tanker,Chemical tanker,0.0,5070.31,8494.94,,
9580974,Chemical tanker,Chemical tanker,0.0,5290.02,8811.795,,
9581019,Chemical tanker,Chemical tanker,0.0,1338.44,3559.045,,
9586605,Ro-pax ship,Ro-pax ship,0.0,14062.64,38530.81,,
9586617,Ro-pax ship,Ro-pax ship,0.0,14854.2,40464.23,,
9589085,Bulk carrier,Bulk carrier,0.0,1021.9,1661.95,,
9590618,Bulk carrier,Bulk carrier,0.0,1480.99,151.66935,,
9590797,Bulk carrier,Bulk carrier,0.0,1469.14,0.0,,
9590802,Bulk carrier,Bulk carrier,0.0,1294.36,0.0,,
9594224,Bulk carrier,Bulk carrier,0.0,520.48,898.68,,
9594236,Bulk carrier,Bulk carrier,0.0,3005.37,5926.395,,
9594248,Bulk carrier,Bulk carrier,0.0,1456.97,2661.915,,
9594250,Bulk carrier,Bulk carrier,0.0,1138.7,2330.25,,
9594444,Bulk carrier,Bulk carrier,0.0,1083.91,1753.21,,
9594468,Bulk carrier,Bulk carrier,0.0,777.55,1230.15,,
9595254,Bulk carrier,Bulk carrier,0.0,1265.73,2456.785,,
9595888,Bulk carrier,Bulk carrier,0.0,758.483,1208.98868,,
9595905,Bulk carrier,Bulk carrier,0.0,741.071,1370.18354,,
9598282,Bulk carrier,Bulk carrier,0.0,913.33,1687.125,,
9598294,Bulk carrier,Bulk carrier,0.0,2158.5,3696.94,,
9604184,General cargo ship,General cargo ship,4.0,1944.106,5985.4405,6.15,
9605176,Bulk carrier,Bulk carrier,0.0,631.04,1005.385,,
9605188,Bulk carrier,Bulk carrier,0.0,1674.4,2849.13,,
9606053,Bulk carrier,Bulk carrier,0.0,202.97,341.76953,,
9606821,Bulk carrier,Bulk carrier,0.0,1200.958,2195.76649,,
9606833,Bulk carrier,Bulk carrier,0.0,197.43,362.42824,,
9609653,Bulk carrier,Bulk carrier,0.0,531.422,1276.16944,,
9609744,Bulk carrier,Bulk carrier,0.0,822.562,1141.64429,,
9609952,Ro-ro ship,Ro-ro ship,0.0,4993.98,8265.2,,
9609964,Ro-ro ship,Ro-ro ship,0.0,11552.68,18296.915,,
9610341,Chemical tanker,Chemical tanker,0.0,589.23,1291.57,,
9610456,Bulk carrier,Bulk carrier,0.0,682.16,1083.41357,,
9610468,Bulk carrier,Bulk carrier,0.0,1048.82,1903.75767,,
9612296,Bulk carrier,Bulk carrier,0.0,790.17,1718.75,,
9612325,Bulk carrier,Bulk carrier,0.0,2756.56,5069.15,,
9614842,Bulk carrier,Bulk carrier,0.0,0.0,0.0,,
9614854,Bulk carrier,Bulk carrier,0.0,0.0,0.0,,
9616230,Passenger ship,Passenger ship,0.0,4910.9,12227.4788,,
9617698,LNG carrier,LNG carrier,0.0,5675.45,14983.445,,
9618135,General cargo ship,General cargo ship,0.0,2120.57,3998.235,15.57,
9620994,Bulk carrier,Bulk carrier,0.0,461.37,720.0535,,
9621003,Bulk carrier,Bulk carrier,0.0,623.23,1309.425,,
9621871,Bulk carrier,Bulk carrier,0.0,1444.63,2428.24,,
9621883,Bulk carrier,Bulk carrier,0.0,588.5,943.28,,
9621895,Bulk carrier,Bulk carrier,0.0,574.7,0.0,,
9627966,LNG carrier,LNG carrier,0.0,14217.59,20897.975,,
9637131,Bulk carrier,Bulk carrier,0.0,833.63,1512.405,,
9637143,Bulk carrier,Bulk carrier,0.0,437.85,716.16,,
9644483,Bulk carrier,Bulk carrier,0.0,322.517,525.68581,,
9644495,Bulk carrier,Bulk carrier,0.0,847.458,1795.61573,,
9650418,Passenger ship,Passenger ship,0.0,9665.57,24788.22,,
9650420,Passenger ship,Passenger ship,0.0,5490.27,14270.93,,
9654878,LNG carrier,LNG carrier,0.0,8097.37,11472.305,,
9654880,LNG carrier,LNG carrier,0.0,11672.07,16113.525,,
9655511,Gas carrier,Gas carrier,0.0,161.6,344.5668,,
9656498,Other ship types,Other ship types,0.0,3394.38,6847.405,65.32,
9656503,Other ship types,Other ship types,0.0,2201.98,4060.10354,69.15,
9658355,Gas carrier,Gas carrier,0.0,1504.51,2399.6557,,
9658367,Gas carrier,Gas carrier,0.0,1951.8401,5989.25716,,
9658898,Bulk carrier,Bulk carrier,0.0,1223.885,1970.29887,,
9658903,Bulk carrier,Bulk carrier,0.0,831.073,1425.80007,,
9658977,Bulk carrier,Bulk carrier,0.0,663.497,1089.90057,,
9658989,Bulk carrier,Bulk carrier,0.0,377.65,733.527,,
9661259,General cargo ship,General cargo ship,0.0,1522.9,2969.02141,10.99,
9668063,Bulk carrier,Bulk carrier,0.0,566.73667,1079.59723,,
9668960,Container/ro-ro cargo ship,Container/ro-ro cargo ship,0.0,3273.73,6631.97,,
9671058,Bulk carrier,Bulk carrier,0.0,2180.962,3838.40869,,
9671072,Bulk carrier,Bulk carrier,0.0,198.129,328.49624,,
9671084,Bulk carrier,Bulk carrier,0.0,772.988,1388.18498,,
9671101,Bulk carrier,Bulk carrier,0.0,422.086,717.53293,,
9673850,Bulk carrier,Bulk carrier,0.0,5199.836,9829.33256,,
9674921,General cargo ship,General cargo ship,0.0,769.81,1446.395,3.98,
9676606,General cargo ship,General cargo ship,0.0,874.71,1415.525,8.48,
9681821,Other ship types,Other ship types,0.0,3387.27,5661.78,,
9683477,Container ship,Container ship,0.0,2919.96,4816.215,,
9683491,Container ship,Container ship,0.0,3640.36,9413.78,,
9685499,Gas carrier,Gas carrier,0.0,1728.01,5532.51,,
9685504,Gas carrier,Gas carrier,0.0,1988.59,6117.18868,,
9686857,Oil tanker,Oil tanker,0.0,3765.42,11327.75,,
9686869,Oil tanker,Oil tanker,0.0,2228.74,5096.125,,
9686871,Oil tanker,Oil tanker,0.0,3023.0,7476.015,,
9686883,Oil tanker,Oil tanker,0.0,3339.52,7993.828,,
9687227,Bulk carrier,Bulk carrier,0.0,2239.82,3660.65,,
9687239,Bulk carrier,Bulk carrier,0.0,3181.77,5073.035,,
9688374,Oil tanker,Oil tanker,0.0,3075.24,9053.71,,
9688386,Oil tanker,Oil tanker,0.0,3335.46,9833.365,,
9688843,Bulk carrier,Bulk carrier,0.0,1250.12,2022.175,,
9689574,Bulk carrier,Bulk carrier,0.0,690.37,166.165,,
9691723,Oil tanker,Oil tanker,0.0,3456.62,7442.425,,
9691735,Chemical tanker,Chemical tanker,0.0,3629.42,10275.6466,,
9696553,Oil tanker,Oil tanker,0.0,3663.89,8970.65,,
9696565,Oil tanker,Oil tanker,0.0,3596.31,8592.505,,
9696577,Oil tanker,Oil tanker,0.0,3354.56,9060.13873,,
9696589,Oil tanker,Oil tanker,0.0,3642.69,10905.375,,
9697143,Bulk carrier,Bulk carrier,0.0,632.7,1052.43,,
9697155,Bulk carrier,Bulk carrier,0.0,1632.25,2889.05,,
9697818,Bulk carrier,Bulk carrier,0.0,1939.778,3660.54532,,
9697820,Bulk carrier,Bulk carrier,0.0,1551.15,2635.37346,,
9697832,Bulk carrier,Bulk carrier,0.0,2168.425,3987.56494,,
9697844,Bulk carrier,Bulk carrier,0.0,811.833,1541.15744,,
9697856,Bulk carrier,Bulk carrier,0.0,786.695,1368.99064,,
9697961,Bulk carrier,Bulk carrier,0.0,1077.39,1832.06,,
9697973,Bulk carrier,Bulk carrier,0.0,823.28,1340.845,,
9700392,Other ship types,Other ship types,0.0,197.5,376.315,10.08,
9702596,Bulk carrier,Bulk carrier,0.0,3058.335,4937.165,,
9702601,Bulk carrier,Bulk carrier,0.0,2784.403,4769.685,,
9702637,General cargo ship,General cargo ship,0.0,1718.25,3137.775,5.19,
9703320,Oil tanker,Oil tanker,0.0,3982.12,6376.17,,
9703332,Oil tanker,Oil tanker,0.0,2924.41,5170.19,,
9706437,Oil tanker,Oil tanker,0.0,938.83,1889.645,,
9706463,Oil tanker,Oil tanker,0.0,4144.11,10445.3867,,
9706475,Oil tanker,Oil tanker,0.0,3254.42,7137.5264,,
9708033,Bulk carrier,Bulk carrier,0.0,1403.77,2352.84,,
9708045,Bulk carrier,Bulk carrier,0.0,1892.49,3655.365,,
9708057,Bulk carrier,Bulk carrier,0.0,2329.86,4146.775,,
9708069,Bulk carrier,Bulk carrier,0.0,1851.18,3348.795,,
9709221,Bulk carrier,Bulk carrier,0.0,364.65,777.42,,
9709245,Bulk carrier,Bulk carrier,0.0,692.18,1294.605,,
9709788,Chemical tanker,Chemical tanker,0.0,1277.19,2089.04,,
9710189,Other ship types,Other ship types,0.0,1337.19,2975.454,5.52,
9710464,General cargo ship,General cargo ship,0.0,3458.25,5446.99651,19.23,
9711755,Bulk carrier,Bulk carrier,0.0,350.1,595.44,,
9711767,Bulk carrier,Bulk carrier,0.0,427.81,0.0,,
9717668,General cargo ship,General cargo ship,0.0,856.8,1349.89,10.78,
9717670,General cargo ship,General cargo ship,0.0,84.3,171.205,38.14,
9721425,Bulk carrier,Bulk carrier,0.0,282.43,481.4,,
9721437,Bulk carrier,Bulk carrier,0.0,601.8,1168.56,,
9722390,Chemical tanker,Chemical tanker,508.2,3088.06,9045.465,,
9722405,Chemical tanker,Chemical tanker,0.0,4124.44,12032.4,,
9724532,Chemical tanker,Chemical tanker,0.0,3427.96,9244.07736,,
9724544,Chemical tanker,Chemical tanker,0.0,3445.47,8837.155,,
9724556,Chemical tanker,Chemical tanker,0.0,3107.18,6711.23289,,
9725421,Passenger ship,Passenger ship,0.0,7563.73,20622.605,,
9725445,Bulk carrier,Bulk carrier,0.0,1130.31,2028.97,,
9725603,Chemical tanker,Chemical tanker,0.0,3637.06,9447.7325,,
9725615,Chemical tanker,Chemical tanker,0.0,943.56,1853.69206,,
9725627,Chemical tanker,Chemical tanker,0.0,1653.76,3505.82858,,
9725639,Oil tanker,Oil tanker,0.0,2914.79,6596.50082,,
9726580,Oil tanker,Oil tanker,0.0,6306.0,10129.7644,,
9726621,Oil tanker,Oil tanker,0.0,521.32,1087.0,,
9727041,Bulk carrier,Bulk carrier,0.0,5121.43305,11324.62004,,
9727118,Bulk carrier,Bulk carrier,0.0,2995.88,4777.2,,
9727120,Bulk carrier,Bulk carrier,0.0,3595.72,5717.19,,
9727182,Bulk carrier,Bulk carrier,0.0,210.86,347.525,,
9727493,Bulk carrier,Bulk carrier,0.0,975.04,1722.55,,
9727508,Bulk carrier,Bulk carrier,0.0,1711.67,2855.44,,
9727510,Bulk carrier,Bulk carrier,0.0,1923.41,3616.15,,
9727522,Bulk carrier,Bulk carrier,0.0,1688.69,3040.24,,
9727596,Bulk carrier,Bulk carrier,0.0,4560.613,7298.225,,
9727601,Bulk carrier,Bulk carrier,0.0,3763.73,6069.475,,
9728241,Oil tanker,Oil tanker,0.0,2578.39,4821.93,,
9729271,Chemical tanker,Chemical tanker,0.0,2875.07,6769.69706,,
9729283,Chemical tanker,Chemical tanker,0.0,3316.41,8016.16114,,
9731389,Other ship types,Other ship types,0.0,832.08,1536.685,3.56,
9733363,Chemical tanker,Chemical tanker,0.0,1673.93,0.0,,
9733703,Chemical tanker,Chemical tanker,0.0,1848.43,3455.49107,,
9734836,Gas carrier,Gas carrier,0.0,5967.97,10544.82,,
9734848,Gas carrier,Gas carrier,588.5,6074.88,12064.535,,
9736212,Other ship types,Other ship types,0.0,1552.34,1725.65,33.58,
9736365,Vehicle carrier,Vehicle carrier,0.0,5882.67,11112.245,,
9736377,Vehicle carrier,Vehicle carrier,0.0,6652.62,14084.555,,
9737187,LNG carrier,LNG carrier,40718.6,16924.2,23333.90207,,
9738674,Bulk carrier,Bulk carrier,0.0,1009.475,1135.79427,,
9739800,Chemical tanker,Chemical tanker,0.0,907.98,1951.765,,
9739836,Chemical tanker,Chemical tanker,0.0,2375.82,7069.77,,
9741140,General cargo ship,General cargo ship,0.0,1059.385,2159.58,6.11,
9747974,Chemical tanker,Chemical tanker,758.9,3193.59,9398.57,,
9747986,Chemical tanker,Chemical tanker,0.0,2922.89,8729.85,,
